name,config_id,barcode,description,primary_image_url,sku_id,brand_name
Iunik Tea Tree Relief Serum,IUIUTETRRESE50,8809728080071,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}

About the Product

 This powerful calming and acne-control formula is specially designed for
 sensitive and oily skin. Instead of plain water, the formula
 uses an impressive 67% Tea Tree Leaf Water to soothe irritation,
 balance oil, and keep skin comfortably hydrated.

 Enriched with 19.5% Centella Asiatica Leaf Water, it helps calm
 active breakouts while supporting the fading of acne scars over time. The lightweight,
 fast-absorbing texture delivers hydration without heaviness—making it ideal for daily use.

 A patented 6-sprout complex provides essential nutrients and moisture,
 while Niacinamide and Adenosine work together to brighten dull skin
 and improve the appearance of fine lines and wrinkles.

Key Benefits

Soothes &amp; Calms – 67% Tea Tree Leaf Water helps calm irritation
 and balance acne-prone skin.

Blemish &amp; Scar Care – 19.5% Centella Asiatica supports healing
 and helps fade acne marks.

Deep Nutrition – Patented 6-sprout extract delivers moisture
 and skin-strengthening nutrients.

Brightening &amp; Wrinkle Care – Niacinamide and Adenosine improve
 skin tone and smooth the look of fine lines.

Skin Concerns

Blemishes

Acne

Wrinkles

Irritation

Acne scars

Dullness

How to Use

 Using the dropper, gently apply an appropriate amount onto your face.
 Allow it to absorb fully into the skin. Use regularly for best results.

Ingredients

 Melaleuca Alternifolia (Tea Tree) Leaf Water, Centella Asiatica Leaf Water,
 Butylene Glycol, Niacinamide, Glycereth-26, Water, Centella Asiatica (Gotu Kola) Extract,
 Sodium Hyaluronate, Glycerin, 1,2-Hexanediol, Betaine, Caprylyl Glycol,
 Portulaca Oleracea (Green Purslane) Extract, Brassica Oleracea Italica (Broccoli) Extract,
 Medicago Sativa (Alfalfa) Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract,
 Triticum Vulgare (Wheat) Germ Extract, Brassica Campestris (Rapeseed) Extract,
 Raphanus Sativus (Radish) Seed Extract, Cellulose Gum, Allantoin, Beta-Glucan,
 Ethylhexylglycerin, Adenosine, Dipotassium Glycyrrhizate, Xanthan Gum, Pentylene Glycol,
 Aspalathus Linearis (Rooibos) Extract, Glycyrrhiza Glabra (Licorice) Root Extract,
 Chlorophyllin-Copper Complex, Commiphora Myrrha (Myrrh) Resin Extract,
 Perilla Frutescens Leaf Extract, Yucca Schidigera (Yucca) Root Extract",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/IUIUTETRRESE50/1.jpg,CNC8732184194,iUNIK
Maru Earwig,THMAEA,8904469115461,"Sizing Details 

EU
UK 
FOOT-LENGTH

36
3
22.9 cm/9 inch

37
4
23.6 cm/9.29 inch

38
5
24.3 cm/9.56 inch

39
6
25 cm/9.84 inch

40
7
25.7 cm/10.11 inch

41
8
26.4 cm/10.39 inch

Please order your usual size as this shoe runs true to size. 

Product Details 

Sole- TP Rubber

Elevation- 3.8 cm/ 1.5 inch

Upper- Vegan Suede

Closure- Single strap velcro

Country of Origin- India

Dimension of the product: 26cm x 9cm x 7cm",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/THMAEA/1.jpg,TAP2991448691,Theater
Shoreline Stroll Cuban Collar Shirt,HASHSTCUCOSH,240017429,"Inspired by sun-drenched afternoons and the poetry of seaside escapes, the Shoreline Stroll Cuban Shirt captures a dreamy coastal horizon. Crafted in breathable linen-blend fabric, this short-sleeved shirt transitions from a pale ocean blue into a sand-toned hem, playfully illustrated with tiny beachgoers that evoke the charm of a painted postcard. The open Cuban collar and relaxed silhouette make it a refined yet laid-back essential for vacation days and summer evenings. 

Style Tip : Team it with off-white chinos or linen shorts and leather slides for a breezy brunch look, or wear it open over a white vest for an easygoing resort vibe.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/HASHSTCUCOSH/1.jpg,HLP5789964104,Hamptons
Elle Cargo Pants,SIPL19025_BROWN,SIPL19025-BROWN-M,"The Elle Cargo Pants come in a warm brown hue, designed in a relaxed straight-fit silhouette for ultimate comfort. Featuring topstitch detailing and classic cargo-style pockets, these pants blend utility with everyday ease. Pair them with the matching Elle Cropped Shirt for a coordinated set or style them with casual tees and shirts for versatile, off-duty dressing.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL19025_BROWN/1.jpg,SIP9393903575,Style Island
No-Nonsense Plant Protein Malnad Arabica,CXNNPPMAB_38,8903236700558,"The cleanest and most gut-friendly plant protein designed to help you meet your daily protein goals. Each serving delivers 24g of complete plant protein to support muscle growth, muscle recovery, sustained energy, and increased satiety to help curb cravings.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/CXNNPPMAB_38/1.jpg,CWP8377774786,COSMIX
0.02 Kojic Acid Face Serum,TH002KOACFASE_10,8904417307139,"Targets hyperpigmentation, dark spots, and uneven skin tone by inhibiting melanin production.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/TH002KOACFASE_10/1.jpg,HCL2630309716,The Derma Co.
No-Nonsense Plant Protein - Pina Colada,CXNNPPPCD_38,8909340000485,"A plant-based protein supplement with a delicious Pina Colada flavor, free from artificial sweeteners and flavors.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/CXNNPPPCD_38/1.jpg,CWP2059724319,COSMIX
R3SET Detox Candy,R3R3HESUAYHESUCRGRAL,18907010007762,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}

 R3SET Detox Candy (30 Candies)

 Zero-calorie, herbal detox support for liver health and everyday wellness

100% Natural Ingredients

 Made with natural herbs and ingredients to support the body’s detox processes without artificial additives.

Zero-Calorie Detox Support

 Guilt-free candies designed to complement a balanced lifestyle while supporting wellness goals.

Liver &amp; Antioxidant Care

 Formulated to promote liver health and help reduce oxidative stress through antioxidant support.

Product Description

 R3SET Detox Candy is a convenient and enjoyable way to support your body’s natural detoxification processes. Crafted using 100% natural herbs and ingredients, these candies are designed to assist liver health while fitting seamlessly into daily routines.

 With zero calories, they offer a guilt-free option for those looking to maintain wellness without compromising dietary goals. Each candy is individually wrapped, making it easy to enjoy a refreshing detox boost wherever the day takes you.

 Enriched with antioxidant properties, R3SET Detox Candy helps combat free radicals and reduce oxidative stress, supporting overall balance and vitality over time.

Key Benefits

Supports the body’s natural detoxification process

Helps promote liver health and function

Provides antioxidant support to reduce oxidative stress

Zero-calorie, guilt-free wellness option

Individually wrapped for on-the-go convenience

How to Use

 Consume as needed throughout the day. Suitable for regular use as part of a balanced wellness routine.

Product Specifications

Product Type
Herbal Detox Candy

Pack Size
30 Candies

Calories
Zero

Ingredients &amp; Safety Information

 Made with natural herbs and plant-based ingredients.

 Free from artificial additives and preservatives. Suitable for daily wellness routines.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/R3R3HESUAYHESUCRGRAL/1.jpg,VRL2531936242,R3set
Olive Drape Dress,EWOLDRDR,PBWEW00000058,"PRODUCT DESCRIPTION

The Olive Green Cowl Drape Dress features a beautifully draped one-shoulder design and a soft, flowy silhouette. Crafted from luxurious satin georgette, this dress offers a delicate, ethereal look, making it perfect for special occasions. The lightweight georgette fabric enhances its fluid movement, while the olive color adds a touch of sophistication and charm

Fit
Fitted at waist

Sleeve
One Shoulder

Neck
One Shoulder

Closure Type
Side Zipper

Fabric
satin georgette

Care Instructions
Dry Clean

Manufacturer Details

Name: Ewoke Studio
Address: R/o. 8-2- 293/82/J/A-120, Road No.70, Journalist Colony, Jubilee Hills, Hyderabad, Telangana 500033
Country of Origin: India",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/EWOLDRDR/1.jpg,ESL1943353692,Ewoke
The Riviera Shirt,PRTHRISH,8904432420196,"Keep it light with the Riviera Shirt the perfect mix of playful and polished. Featuring delicate lemon embroidery and “Limoncello” on the chest, it’s your breezy summer essential in cream with blue and yellow detailing.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/PRTHRISH/1.jpg,PGP5034866945,PrimalGray
Palm Retreat Cotton Regular Fit Sky blue Embroidered Shirt,HAPAREEMCOSH,250006746,"Where calm seas meet coastal ease the Palm Retreat shirt captures the serenity of a hammock swaying between palms, stitched delicately in rich threadwork. Crafted from breathable linen-blend fabric in a soft seafoam hue, itâ€™s designed for those endless, sun-dipped afternoons that blur into breezy evenings. Subtle yet soulful, itâ€™s your escape woven into every seam.

Style Tip: Pair it with ivory chinos or sand-toned shorts, slip on your espadrilles, and let the embroidery do the talking perfect for resort brunches or sunset sails.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/HAPAREEMCOSH/1.jpg,HLP6920259034,Hamptons
X Lows TIRAMISU,x-lows-tiramisu,726684030736,"Comet X Lows TIRAMISU blends subtle contrast with contemporary styling through a muted dual-tone palette that feels refined and easy to wear. The monochromatic approach delivers a sleek profile, while breathable microfiber and mesh layers help keep the shoe light and comfortable across long days. Designed for daily versatility, the sneaker features an ever-soft grip and a roomy toe box for relaxed movement. At its foundation sits SpaceWalk™, Comet’s signature three-layer sole system that layers a durable insole over ultra-cushioned foam and finishes with a lightweight rubber outsole for dependable support. Grooved outsole textures enhance traction and abrasion resistance, making TIRAMISU suitable for everything from morning walks to evening gatherings. Due to the presence of suede and leather-like materials, gentle cleaning is recommended and prolonged exposure to water should be avoided.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/x-lows-tiramisu/1.jpg,GMP5704382050,COMET
ASPEN DRESS,BW_STI_ASPEN_BLUE_01,SS-1808,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
Dress with stonework and multi thread detailing.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_STI_ASPEN_BLUE_01/1.jpg,JMP1280226394,STITCH STORIES
Seer Sucker 100% Cotton Straight Fit Green Pant,HASESU10COSTFIGRNPA,250009172,"Hamptons finally brings you the pants you see in our shoots, our founders wearing. It took us time but we have gotten the fit and the fabric right. The fit is what you have dreamed of, not too baggy, not too skinny; just perfect for Indian body type. The fabric used is 100% cotton seer sucker, and honestly we can't describe how soft it feels on your body, you will have to try it yourself to know.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/HASESU10COSTFIGRPA/1.jpg,HLP6635835220,Hamptons
Gully Number 001 - Baaz Leila Navy for Women,gugunu00balenafowo,GL1_BAA_LEI_W_41,"Gully Number 001 – Baaz Leila Navy

 A skate &amp; dance sneaker built for tricks, durability, and effortless cool

 Product Description

 Step into the world of dancing and skating with Baaz Leila Navy, part of GullyLabs’ skate &amp;
 dance line. Designed for performance and style, this sneaker blends functional construction with
 a bold aesthetic inspired by the spirit of a hawk in flight.

 Built for tricks and everyday movement, Baaz Leila Navy delivers durability, grip, and urban
 attitude—on the streets or on the floor.

 Key Features

 Suede toe and vamp built for durability

 Canvas side panels with a bold Baaz trail crafted from canvas strips

 Baaz embroidery on the back tab symbolizing freedom and precision

 Circular laces with metal eyelets for strength and an urban aesthetic

 Natural rubber sole offering superior grip and comfort

 What’s in the Box

 Lenticular card

 Exclusive stickers

 Care Instructions

 Use a hard brush to gently clean suede and remove light dirt

 Do not apply harsh chemicals on embroidery

 Avoid direct heat; air dry if the shoes get wet

 Keep away from moisture or store in the original box",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/gugunu00balenafowo/1.jpg,GIP3400232903,Gully Labs
